parent_company_name,child_company_name
"TARGET CORP","TARGET MILLVILLE URBAN RENEWAL, LLC"
"TARGET CORP","TARGET RECEIVABLES CORPORATION"
"TARGET CORP","TARGET SERVICES, INC"
"TARGET CORP","TARGET STAFFORD URBAN RENEWAL, LLC"
"TARGET CORP","TARGET STORES, INC"
"TARGET CORP","TARGET WILSON YARD QALICB, LLC"
"TARGET CORP","TCDC, INC"
"TARGET CORP","TGT ENERGY LLC"
"TARGET CORP","THE ASSOCIATED MERCHANDISING CORPORATION"
"TARGET CORP","WALSH BROS"
"TARGET CORP","WESTBURY HOLDING COMPANY"
"TECO ENERGY INC","H POWER I, INC"
"TECO ENERGY INC","H POWER II, INC"
"TECO ENERGY INC","PEOPLES GAS SYSTEM (FLORIDA), INC"
"TECO ENERGY INC","POWER ENGINEERING & CONSTRUCTION INC"
"TECO ENERGY INC","RAVEN ROCK DEVELOPMENT CORPORATION"
"TECO ENERGY INC","RAY COAL COMPANY, INC"
"TECO ENERGY INC","SEACOAST GAS TRANSMISSION, LLC"
"TECO ENERGY INC","TAMPA ELECTRIC COMPANY"
"TECO ENERGY INC","TEC RECEIVABLES CORP"
"TECO ENERGY INC","TECO COALBED METHANE FLORIDA, INC"
"TECO ENERGY INC","TECO CONSUMER HOLDINGS, INC"
"TECO ENERGY INC","TECO CONSUMER VENTURES, INC"
"TECO ENERGY INC","TECO DIVERSIFIED, INC"
"TECO ENERGY INC","TECO ENERGY FOUNDATION, INC"
"TECO ENERGY INC","TECO ENERGYSOURCE, INC"
"TECO ENERGY INC","TECO FINANCE, INC"
"TECO ENERGY INC","TECO GAS SERVICES, INC"
"TECO ENERGY INC","TECO GEMSTONE, INC"
"TECO ENERGY INC","TECO GUATEMALA HOLDINGS, LLC"
"TECO ENERGY INC","TECO GUATEMALA, INC"
"TECO ENERGY INC","TECO INVESTMENTS, INC"
"TECO ENERGY INC","TECO OIL & GAS, INC"
"TECO ENERGY INC","TECO PARTNERS, INC"
"TECO ENERGY INC","TECO PIPELINE HOLDING COMPANY, LLC"
"TECO ENERGY INC","TECO PROPERTIES CORPORATION"
"TECO ENERGY INC","TECO SOLUTIONS, INC"
"TECO ENERGY INC","TECO WHOLESALE GENERATION, INC"
"TECO ENERGY INC","TPS DELL, LLC"
"TECO ENERGY INC","TPS GUATEMALA ONE, INC"
"TECO ENERGY INC","TWG MERCHANT, INC"
"TECO ENERGY INC","WHITAKER COAL CORPORATION"
"TERADATA CORP","TD NAMEHOLDER CORPORATION"
"TERADATA CORP","TERADATA ARGENTINA HOLDINGS LLC"
"TERADATA CORP","TERADATA BELGIUM HOLDINGS LLC"
"TERADATA CORP","TERADATA BERMUDA HOLDINGS LLC"
"TERADATA CORP","TERADATA BRAZIL HOLDINGS LLC"
"TERADATA CORP","TERADATA CHILE HOLDINGS LLC"
"TERADATA CORP","TERADATA COLOMBIA HOLDINGS LLC"
"TERADATA CORP","TERADATA EGYPT HOLDINGS LLC"
"TERADATA CORP","TERADATA GOVERNMENT SYSTEMS LLC"
"TERADATA CORP","TERADATA INDIA HOLDINGS LLC"
"TERADATA CORP","TERADATA INDONESIA HOLDINGS LLC"
"TERADATA CORP","TERADATA INTERNATIONAL SERVICES LLC"
"TERADATA CORP","TERADATA INTERNATIONAL, INC"
"TERADATA CORP","TERADATA MEXICO HOLDINGS LLC"
"TERADATA CORP","TERADATA NETHERLANDS HOLDINGS LLC"
"TERADATA CORP","TERADATA NEW ZEALAND HOLDINGS LLC"
"TERADATA CORP","TERADATA OPERATIONS, INC"
"TERADATA CORP","TERADATA PHILIPPINES LLC"
"TERADATA CORP","TERADATA TAIWAN LLC"
"TERADATA CORP","TERADATA UKRAINE HOLDINGS LLC"
"TERADATA CORP","TERADATA US, INC"
"TERADYNE INC","1000 WASHINGTON, INC"
"TERADYNE INC","GENRAD, INC"
"TERADYNE INC","HERCO TECHNOLOGY CORP"
"TERADYNE INC","P.L.S.T., INC."
"TERADYNE INC","PERCEPTION LAMINATES, INC"
"TERADYNE INC","TCMS, INC"
"TERADYNE INC","TERADYNE BENELUX, INC"
"TERADYNE INC","TERADYNE BENELUX, INC. (LTD.)"
"TERADYNE INC","TERADYNE DIAGNOSTIC SOLUTIONS INC"
"TERADYNE INC","TERADYNE HONG KONG LTD"
"TERADYNE INC","TERADYNE HONG KONG, LTD"
"TERADYNE INC","TERADYNE JAPAN LTD"
"TERADYNE INC","TERADYNE JAPAN, LTD"
"TERADYNE INC","TERADYNE KOREA LTD"
"TERADYNE INC","TERADYNE KOREA, LTD"
"TERADYNE INC","TERADYNE MALAYSIA, LTD"
"TERADYNE INC","TERADYNE NETHERLANDS LTD"
"TERADYNE INC","TERADYNE NETHERLANDS, LTD"
"TERADYNE INC","TERADYNE PHILIPPINES LIMITED"
"TERADYNE INC","TERADYNE PHILIPPINES, LTD"
"TERADYNE INC","TERADYNE REALTY, INC"
"TERADYNE INC","TERADYNE SCANDINAVIA, INC"
"TERADYNE INC","TERADYNE SINGAPORE, LTD"
"TERADYNE INC","TERADYNE SPAIN, INC"
"TERADYNE INC","TERADYNE TAIWAN LTD"
"TERADYNE INC","TERADYNE TAIWAN, LTD"
"TERADYNE INC","TERADYNE THAILAND LTD"
"TERADYNE INC","ZEHNTEL HOLDINGS, INC"
"TEXTRON INC","AVCO CORPORATION"
"TEXTRON INC","AVDEL CHERRY RHODE ISLAND INC"
"TEXTRON INC","AVDEL CHERRY TEXTRON INC"
"TEXTRON INC","AVDEL PLC/AVDEL PLC INC"
"TEXTRON INC","BELL AEROSPACE SERVICES INC"
"TEXTRON INC","BELL AIRCRAFT SERVICES COMPANY"
"TEXTRON INC","BELL HELICOPTER INDIA INC"
"TEXTRON INC","BELL HELICOPTER KOREA INC"
"TEXTRON INC","BELL HELICOPTER OVERSEAS INC"
"TEXTRON INC","BELL HELICOPTER RHODE ISLAND INC"
"TEXTRON INC","BELL HELICOPTER SERVICES INC"
"TEXTRON INC","BELL HELICOPTER TEXTRON INC"
"TEXTRON INC","BELL TECHNICAL SERVICES INC"
"TEXTRON INC","BELL/AGUSTA AEROSPACE COMPANY LLC (60%; 40% - AGUSTA UK LTD.)"
"TEXTRON INC","BELL/AGUSTA AEROSPACE COMPANY LLC (60%; 40% - AGUSTA US, INC.)"
"TEXTRON INC","BHT ENERGY COMPANY"
"TEXTRON INC","BURKLAND RHODE ISLAND INC"
"TEXTRON INC","BURKLAND TEXTRON INC"
"TEXTRON INC","CADILLAC GAGE TEXTRON INC"
"TEXTRON INC","CESSNA AIRCRAFT COMPANY"
"TEXTRON INC","CONE DRIVE OPERATIONS INC"
"TEXTRON INC","CONE DRIVE OPERATIONS RHODE ISLAND INC"
"TEXTRON INC","DAVID BROWN (DELAWARE) HOLDINGS CORP"
"TEXTRON INC","DAVID BROWN UNION PUMPS CO. (95%; 5% - TEXTRON INC.)"
"TEXTRON INC","DAVID BROWN UNION PUMPS COMPANY (95%; 5% - TEXTRON INC.)"
"TEXTRON INC","DETROIT HEADING COMPANY, INC"
"TEXTRON INC","ELCO RHODE ISLAND INC"
"TEXTRON INC","ELCO TEXTRON INC"
"TEXTRON INC","ENERGY MFG. CO., INC."
"TEXTRON INC","FLEXALLOY INC"
"TEXTRON INC","GREENLEE PLUMBING INC"
"TEXTRON INC","GREENLEE RHODE ISLAND INC"
"TEXTRON INC","GREENLEE TEXTRON INC"
"TEXTRON INC","HR TEXTRON INC"
"TEXTRON INC","HR TEXTRON RHODE ISLAND INC"
"TEXTRON INC","INTESYS TECHNOLOGIES, INC"
"TEXTRON INC","KAUTEX INC"
"TEXTRON INC","KAUTEX JAPAN INC"
"TEXTRON INC","MAAG PUMP SYSTEMS RHODE ISLAND INC"
"TEXTRON INC","MAAG PUMP SYSTEMS TEXTRON INC"
"TEXTRON INC","MCCORD CORPORATION"
"TEXTRON INC","MICROMATIC INC"
"TEXTRON INC","MICROMATIC OPERATIONS RHODE ISLAND INC"
"TEXTRON INC","RING SCREW RHODE ISLAND INC"
"TEXTRON INC","RING SCREW TEXTRON INC"
"TEXTRON INC","SKYBOOKS INC"
"TEXTRON INC","TEMPO RESEARCH CORPORATION"
"TEXTRON INC","TEXTRON ASIA INC"
"TEXTRON INC","TEXTRON ATLANTIC INC"
"TEXTRON INC","TEXTRON ATLANTIC LLC"
"TEXTRON INC","TEXTRON CAPITAL I"
"TEXTRON INC","TEXTRON CHINA INC"
"TEXTRON INC","TEXTRON COMMUNICATIONS INC"
"TEXTRON INC","TEXTRON FASTENING SYSTEMS INC"
"TEXTRON INC","TEXTRON FASTENING SYSTEMS MISSISSIPPI (SALES) INC"
"TEXTRON INC","TEXTRON FASTENING SYSTEMS MISSISSIPPI INC"
"TEXTRON INC","TEXTRON FINANCIAL CORPORATION"
"TEXTRON INC","TEXTRON FLUID AND POWER INC"
"TEXTRON INC","TEXTRON GLOBAL SERVICES INC"
"TEXTRON INC","TEXTRON INC"
"TEXTRON INC","TEXTRON INNOVATIONS INC"
"TEXTRON INC","TEXTRON INTERNATIONAL INC"
"TEXTRON INC","TEXTRON IPMP INC"
"TEXTRON INC","TEXTRON MANAGEMENT SERVICES INC"
"TEXTRON INC","TEXTRON MARINE SERVICES COMPANY"
"TEXTRON INC","TEXTRON PROVIDENCE INC"
"TEXTRON INC","TEXTRON REALTY CORPORATION"
"TEXTRON INC","TEXTRON RHODE ISLAND INC"
"TEXTRON INC","TRAK INTERNATIONAL, INC"
"TEXTRON INC","TURBINE ENGINE COMPONENTS TEXTRON (NEWINGTON OPERATIONS) INC"
"TEXTRON INC","TURBINE ENGINE COMPONENTS TEXTRON INC"
"TEXTRON INC","UNION PUMP COMPANY"
"TEXTRON INC","WESTMINSTER INSURANCE COMPANY"
"TEXTRON INC","WOLVERINE METAL SPECIALTIES INC"
"TEXTRON INC","WOLVERINE METAL SPECIALTIES RHODE ISLAND INC"
"TIFFANY & CO","ARTISANALE"
"TIFFANY & CO","MASSACHUSETTS HONG KONG"
"TIFFANY & CO","PORTFOLIO INC. (FLORIDA), INC. (FORMERLY TIFFANY-FARAONE"
"TIFFANY & CO","TIFFAANY AND COMPANY"
"TIFFANY & CO","TIFFANY (NJ) INC. TIFFANY & CO. L.S. WHOLESALE, INC. SINDAT LIMITED"
"TIFFANY & CO","UNITED KINGDOM COMPANY NEW YORK NEW YORK"
"TORCHMARK CORP","AMERICAN INCOME LIFE INSURANCE COMPANY"
"TORCHMARK CORP","GLOBE LIFE AND ACCIDENT INSURANCE COMPANY"
"TORCHMARK CORP","LIBERTY NATIONAL LIFE INSURANCE COMPANY"
"TORCHMARK CORP","UNITED AMERICAN INSURANCE COMPANY"
"TORCHMARK CORP","UNITED INVESTORS LIFE INSURANCE COMPANY"
"US BANCORP","CC MANAGEMENT, INC"
"US BANCORP","ELAN LIFE INSURANCE COMPANY"
"US BANCORP","ELAVON, INC"
"US BANCORP","FAF ADVISORS, INC"
"US BANCORP","FIRSTAR TRADE SERVICES CORPORATION"
"US BANCORP","MIDWEST INDEMNITY INC"
"US BANCORP","MISSISSIPPI VALLEY LIFE INSURANCE COMPANY"
"US BANCORP","NOVA CANADIAN HOLDINGS COMPANY"
"US BANCORP","NOVA CANDIAN HOLDINGS COMPANY"
"US BANCORP","NOVA EUROPEAN HOLDINGS COMPANY"
"US BANCORP","QUASAR DISTRIBUTORS, LLC"
"US BANCORP","U.S. BANCORP ASSET MANAGEMENT, INC."
"US BANCORP","U.S. BANCORP EQUIPMENT FINANCE, INC."
"US BANCORP","U.S. BANCORP FUND SERVICES, LLC"
"US BANCORP","U.S. BANCORP INSURANCE AND INVESTMENTS, INC."
"US BANCORP","U.S. BANCORP INSURANCE COMPANY, INC."
"US BANCORP","U.S. BANCORP INSURANCE SERVICES OF MONTANA, INC."
"US BANCORP","U.S. BANCORP INSURANCE SERVICES, INC."
"US BANCORP","U.S. BANCORP INSURANCE SERVICES, LLC"
"US BANCORP","U.S. BANCORP INVESTMENTS, INC."
"US BANCORP","U.S. BANCORP LICENSING, INC."
"US BANCORP","U.S. BANCORP PIPER JAFFRAY INC."
"US BANCORP","U.S. BANK NATIONAL ASSOCIATION"
"US BANCORP","U.S. BANK NATIONAL ASSOCIATION ND"
"US BANCORP","U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION"
"US BANCORP","U.S. BANK TRUST NATIONAL ASSOCIATION"
"US BANCORP","U.S. BANK TRUST NATIONAL ASSOCIATION SD"
"US BANCORP","USB AMERICAS HOLDINGS COMPANY"
"US BANCORP","USB CAPITAL FUNDING CORP"
"US BANCORP","USB EUROPEAN HOLDINGS COMPANY"
"US BANCORP","USB HOLDINGS, INC"
"US BANCORP","USBIS CREDIT INSURANCE SERVICES, INC"
"US BANCORP","USBPJI OKLAHOMA, INC"
"V CORP","AMPCO-PITTSBURGH CORPORATION"
"V F CORP","C.C.R.L., LLC"
"V F CORP","EAGLE CREEK, INC"
"V F CORP","IMAGEWEAR APPAREL"
"V F CORP","IMAGEWEAR APPAREL CORP"
"V F CORP","JANSPORT APPAREL CORP"
"V F CORP","JANSPORT, INC"
"V F CORP","JEANSWEAR VENTURES, LLC"
"V F CORP","JOHN VARVATOS APPAREL CORP"
"V F CORP","JOHN VARVATOS ENTERPRISES, INC"
"V F CORP","KIPLING APPAREL CORP"
"V F CORP","LEE BELL, INC"
"V F CORP","LUCY ACTIVEWEAR, INC"
"V F CORP","LUCY APPAREL, LLC"
"V F CORP","MO INDUSTRIES, LLC"
"V F CORP","NAUTICA APPAREL, INC"
"V F CORP","NAUTICA ENTERPRISES, INC"
"V F CORP","NAUTICA FURNISHINGS, INC"
"V F CORP","NAUTICA INTERNATIONAL, INC"
"V F CORP","NAUTICA JEANS COMPANY"
"V F CORP","NAUTICA RETAIL USA, INC"
"V F CORP","REEF HOLDINGS CORPORATION"
"V F CORP","RING COMPANY"
"V F CORP","SEVEN FOR ALL MANKIND, LLC"
"V F CORP","SOUTH CONE, INC"
"V F CORP","THE H. D. LEE COMPANY, INC."
"V F CORP","THE NORTH FACE APPAREL CORP"
"V F CORP","THE NORTH FACE, INC"
"V F CORP","VANITY FAIR, INC"
"V F CORP","VANS, INC"
"V F CORP","VF CONTEMPORARY BRANDS, INC"
"V F CORP","VF FACTORY OUTLET, INC"
"V F CORP","VF IMAGEWEAR CREDIT CORP"
"V F CORP","VF IMAGEWEAR ROYAL, INC"
"V F CORP","VF IMAGEWEAR, INC"
"V F CORP","VF INTIMATES, LP"
"V F CORP","VF JEANSWEAR PARTNERSHIP"
"V F CORP","VF OUTDOOR CREDIT CORP"
"V F CORP","VF OUTDOOR, INC"
"V F CORP","VF OUTLET, INC"
"V F CORP","VF PLAYWEAR, INC"
"V F CORP","VF RECEIVABLES SERVICES LLC"
"V F CORP","VF RECEIVABLES, LP"
"V F CORP","VF SERVICES, INC"
"V F CORP","VF SPORTSWEAR, INC"
"V F CORP","VF TREASURY SERVICES LLC"
"V F CORP","VFI CREDIT CORP"
"V F CORP","VFJ CREDIT CORP"
"V F CORP","VFJ VENTURES, LLC"
"V F CORP","WRANGLER APPAREL CORP"
"VENTAS INC","AL I/EAST BRUNSWICK SENIOR HOUSING, LLC"
"VENTAS INC","AL I/GLEN ELLYN SENIOR HOUSING, LLC"
"VENTAS INC","AL I/LA COSTA SENIOR HOUSING, LLC"
"VENTAS INC","AL I/NAPERVILLE SENIOR HOUSING, LLC"
"VENTAS INC","AL I/NORTH LYNBROOK SENIOR HOUSING, LLC"
"VENTAS INC","AL I/PINEHURST SENIOR HOUSING, LLC"
"VENTAS INC","AL I/PROVIDENCE SENIOR HOUSING, LLC"
"VENTAS INC","AL I/RICHMOND SENIOR HOUSING, LLC"
"VENTAS INC","AL I/STAMFORD SENIOR HOUSING LIVING, LLC"
"VENTAS INC","AL I/WOODCLIFF LAKE SENIOR HOUSING, LLC"
"VENTAS INC","AL III INVESTMENTS, L.L.C."
"VENTAS INC","AL ONE INVESTMENTS, LLC"
"VENTAS INC","AL ONE PA INVESTMENTS, LLC"
"VENTAS INC","AL SUBFUNDING II, LLC"
"VENTAS INC","AL SUBFUNDING LLC"
"VENTAS INC","ALI/EAST BRUNSWICK SENIOR HOUSING, LLC"
"VENTAS INC","ALI/GLEN ELLYN SENIOR HOUSING, LLC"
"VENTAS INC","ALI/LA COSTA SENIOR HOUSING, LLC"
"VENTAS INC","ALI/NAPERVILLE SENIOR HOUSING, LLC"
"VENTAS INC","ALI/NORTH LYNBROOK SENIOR HOUSING, LLC"
"VENTAS INC","ALI/PINEHURST SENIOR HOUSING, LLC"
"VENTAS INC","ALI/PROVIDENCE SENIOR HOUSING, INC"
"VENTAS INC","ALI/RICHMOND SENIOR HOUSING, LLC"
"VENTAS INC","ALI/STAMFORD SENIOR HOUSING LIVING, LLC"
"VENTAS INC","ALI/WOODCLIFF LAKE SENIOR HOUSING, LLC"
"VENTAS INC","ALLISON PARK NOMINEE LLC"
"VENTAS INC","ALLISON PARK NOMINEE LP"
"VENTAS INC","ALLISON PARK NOMINEE, LLC"
"VENTAS INC","ALLISON PARK NOMINEE, LP"
"VENTAS INC","BCC ALTOONA REALTY GP, LLC"
"VENTAS INC","BCC ALTOONA REALTY, LLC"
"VENTAS INC","BCC ALTOONA REALTY, LP"
"VENTAS INC","BCC BERWICK REALTY GP, LLC"
"VENTAS INC","BCC BERWICK REALTY, LLC"
"VENTAS INC","BCC BERWICK REALTY, LP"
"VENTAS INC","BCC LEWISTOWN REALTY GP, LLC"
"VENTAS INC","BCC LEWISTOWN REALTY, LLC"
"VENTAS INC","BCC LEWISTOWN REALTY, LP"
"VENTAS INC","BCC MARTINSBURG REALTY, LLC"
"VENTAS INC","BCC MEDINA REALTY, LLC"
"VENTAS INC","BCC ONTARIO REALTY, LLC"
"VENTAS INC","BCC READING REALTY GP, LLC"
"VENTAS INC","BCC READING REALTY, LLC"
"VENTAS INC","BCC READING REALTY, LP"
"VENTAS INC","BCC SHIPPENSBURG REALTY, LLC"
"VENTAS INC","BCC SOUTH BEAVER REALTY, LLC"
"VENTAS INC","BCC STATE COLLEGE REALTY GP, LLC"
"VENTAS INC","BCC STATE COLLEGE REALTY, LLC"
"VENTAS INC","BCC STATE COLLEGE REALTY, LP"
"VENTAS INC","BCC WASHINGTON TOWNSHIP REALTY, LLC"
"VENTAS INC","BLC ISSUER II, LLC"
"VENTAS INC","BLC OF CALIFORNIA-SAN MARCOS, L.P."
"VENTAS INC","BLC OF INDIANA-OL, L.P."
"VENTAS INC","BLOOMSBURG NOMINEE LLC"
"VENTAS INC","BLOOMSBURG NOMINEE LP"
"VENTAS INC","BLOOMSBURG NOMINEE, LLC"
"VENTAS INC","BLOOMSBURG NOMINEE, LP"
"VENTAS INC","BROOKDALE HOLDINGS, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ARIZONA-EM, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF CALIFORNIA, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF CALIFORNIA-RC, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF CALIFORNIA-SAN MARCOS, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF CONNECTICUT, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF CONNECTICUT-WH, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF FLORIDA-CL, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ILLINOIS-2960, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ILLINOIS-HLAL, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ILLINOIS-HOFFMAN ESTATES, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ILLINOIS-HV, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF ILLINOIS-II, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF INDIANA-OL, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF MASSACHUSETTS-RB, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF MINNESOTA, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF NEW JERSEY, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF NEW MEXICO-SF, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF NEW YORK-GB, LLC"
"VENTAS INC","BROOKDALE LIVING COMMUNITIES OF WASHINGTON-PP, LLC"
"VENTAS INC","CARROLL MEDICAL OFFICE ASSOCIATES, LLC"
"VENTAS INC","CARROLL MEDICAL OFFICE HOLDINGS, LLC"
"VENTAS INC","CASPER WYOMING HOSPITAL, LLC"
"VENTAS INC","CHIPPEWA NOMINEE LLC"
"VENTAS INC","CHIPPEWA NOMINEE LP"
"VENTAS INC","CHIPPEWA NOMINEE, LLC"
"VENTAS INC","CHIPPEWA NOMINEE, LP"
"VENTAS INC","DBF ISSUER I, LLC"
"VENTAS INC","DILLSBURG NOMINEE LLC"
"VENTAS INC","DILLSBURG NOMINEE LP"
"VENTAS INC","DILLSBURG NOMINEE, LLC"
"VENTAS INC","DILLSBURG NOMINEE, LP"
"VENTAS INC","DV GREENVILLE MOB LLC"
"VENTAS INC","DV GREENVILLE MOB, LLC"
"VENTAS INC","DV PARKER II MOB LLC"
"VENTAS INC","EC HALCYON REALTY, LLC"
"VENTAS INC","EC HAMILTON PLACE REALTY, LLC"
"VENTAS INC","EC LEBANON REALTY, LLC"
"VENTAS INC","EC MARTINEZ REALTY, LLC"
"VENTAS INC","EC MUNCIE REALTY, LLC"
"VENTAS INC","EC TIMBERLIN PARC REALTY, LLC"
"VENTAS INC","ET BELVEDERE FINANCE, INC"
"VENTAS INC","ET DCMH FINANCE, INC"
"VENTAS INC","ET HERITAGE ANDOVER FINANCE, INC"
"VENTAS INC","ET POBI FINANCE, INC"
"VENTAS INC","ET SUB-POBI PARTNERSHIP, L.L.P."
"VENTAS INC","ET WAYNE FINANCE, INC"
"VENTAS INC","FAIR OAK ASSISTED LIVING L.L.C."
"VENTAS INC","FAIR OAK ASSISTED LIVING, LLC"
"VENTAS INC","GREENVILLE MOB OWNERS LLC"
"VENTAS INC","HENDERSONVILLE NOMINEE LLC"
"VENTAS INC","HENDERSONVILLE NOMINEE LP"
"VENTAS INC","HENDERSONVILLE NOMINEE, LLC"
"VENTAS INC","HENDERSONVILLE NOMINEE, LP"
"VENTAS INC","IPC (AP) HOLDING, LLC"
"VENTAS INC","IPC (HCN) HOLDING LLC"
"VENTAS INC","IPC (HCN) HOLDING, LLC"
"VENTAS INC","IPC (MT) HOLDING LLC"
"VENTAS INC","IPC (MT) HOLDING, LLC"
"VENTAS INC","KARRINGTON OF PARK RIDGE, L.L.C."
"VENTAS INC","KINGSPORT NOMINEE LLC"
"VENTAS INC","KINGSPORT NOMINEE LP"
"VENTAS INC","KINGSPORT NOMINEE, LLC"
"VENTAS INC","KINGSPORT NOMINEE, LP"
"VENTAS INC","KNOXVILLE NOMINEE LLC"
"VENTAS INC","KNOXVILLE NOMINEE LP"
"VENTAS INC","KNOXVILLE NOMINEE, LLC"
"VENTAS INC","KNOXVILLE NOMINEE, LP"
"VENTAS INC","LEBANON NOMINEE LLC"
"VENTAS INC","LEBANON NOMINEE LP"
"VENTAS INC","LEBANON NOMINEE, LLC"
"VENTAS INC","LEBANON NOMINEE, LP"
"VENTAS INC","LEWISBURG NOMINEE LLC"
"VENTAS INC","LEWISBURG NOMINEE LP"
"VENTAS INC","LEWISBURG NOMINEE, LLC"
"VENTAS INC","LEWISBURG NOMINEE, LP"
"VENTAS INC","LHP B LP PARTNER, LLC"
"VENTAS INC","LHP B TRUST"
"VENTAS INC","LHP B TRUST, LLC"
"VENTAS INC","LHP B TRUST, LP"
"VENTAS INC","LHPT APPLETON AHI, LLC"
"VENTAS INC","LHPT APPLETON MO SOUTH, LLC"
"VENTAS INC","LHPT APPLETON MO WEST, LLC"
"VENTAS INC","LHPT ASCENSION ROUND ROCK GP, LLC"
"VENTAS INC","LHPT ASCENSION ROUND ROCK LP"
"VENTAS INC","LHPT BIRMINGHAM THE, LLC"
"VENTAS INC","LHPT BIRMINGHAM, LLC"
"VENTAS INC","LHPT DC GP, LLC"
"VENTAS INC","LHPT DC THE, LP"
"VENTAS INC","LHPT DECATUR II, LLC"
"VENTAS INC","LHPT DECATUR, LLC"
"VENTAS INC","LHPT HOLDINGS II, LLC"
"VENTAS INC","LHPT LILLICAL, LLC"
"VENTAS INC","LHPT LP PARTNERS, LLC"
"VENTAS INC","LHPT TCMC AYLWARD, LLC"
"VENTAS INC","LHPT TCMC PAVILION, LLC"
"VENTAS INC","LHRET 191, LLC"
"VENTAS INC","LHRET ANDERSON, LLC"
"VENTAS INC","LHRET ASCENSION MICHIGAN, LLC"
"VENTAS INC","LHRET ASCENSION SW MICHIGAN, LLC"
"VENTAS INC","LHRET CSM, LLC"
"VENTAS INC","LHRET HERSHEY II, LLC"
"VENTAS INC","LHRET HERSHEY, L.P."
"VENTAS INC","LHRET HERSHEY, LLC"
"VENTAS INC","LHRET LAFAYETTE, LLC"
"VENTAS INC","LHRET LHT, LLC"
"VENTAS INC","LHRET MICHIGAN LAND, LLC"
"VENTAS INC","LHRET MICHIGAN THE, LLC"
"VENTAS INC","LHRET MICHIGAN, LLC"
"VENTAS INC","LHRET PARTNER, LLC"
"VENTAS INC","LHRET READING I, LLC"
"VENTAS INC","LHRET READING II, LLC"
"VENTAS INC","LHRET READING, L.P."
"VENTAS INC","LHRET READING, LLC"
"VENTAS INC","LHRET WHEAT RIDGE, LLC"
"VENTAS INC","LILLIBRIDGE HEALTHCARE PROPERTIES TRUST"
"VENTAS INC","LILLIBRIDGE HEALTHCARE PROPERTIES TRUST, L.P."
"VENTAS INC","LILLIBRIDGE HEALTHCARE PROPERTIES TRUST, LLC"
"VENTAS INC","LILLIBRIDGE HEALTHCARE REAL ESTATE TRUST"
"VENTAS INC","LILLIBRIDGE HEALTHCARE REAL ESTATE TRUST, L.P."
"VENTAS INC","LILLIBRIDGE HEALTHCARE SERVICES, INC"
"VENTAS INC","LIMA NOMINEE LLC"
"VENTAS INC","LIMA NOMINEE LP"
"VENTAS INC","LIMA NOMINEE, LLC"
"VENTAS INC","LIMA NOMINEE, LP"
"VENTAS INC","LOYALSOCK NOMINEE LLC"
"VENTAS INC","LOYALSOCK NOMINEE LP"
"VENTAS INC","LOYALSOCK NOMINEE, LLC"
"VENTAS INC","LOYALSOCK NOMINEE, LP"
"VENTAS INC","MAB PARENT LLC"
"VENTAS INC","MAB PARENT, LLC"
"VENTAS INC","NV BRIARGATE MOB LLC"
"VENTAS INC","NV BROADWAY MOB LLC"
"VENTAS INC","NV BROADWAY MOB, LLC"
"VENTAS INC","NV POTOMAC MOB LLC"
"VENTAS INC","NV PRINTERS PARK MOB LLC"
"VENTAS INC","PARKER II MOB OWNERS LLC"
"VENTAS INC","PARKER II MOB OWNERS, LLC"
"VENTAS INC","PSLT GP, LLC"
"VENTAS INC","PSLT OP, L.P."
"VENTAS INC","PSLT-ALS PROPERTIES HOLDINGS, LLC"
"VENTAS INC","PSLT-ALS PROPERTIES I, LLC"
"VENTAS INC","PSLT-ALS PROPERTIES II, LLC"
"VENTAS INC","PSLT-ALS PROPERTIES III, LLC"
"VENTAS INC","PSLT-ALS PROPERTIES IV, LLC"
"VENTAS INC","PSLT-BLC PROPERTIES HOLDINGS, LLC"
"VENTAS INC","RIVER OAKS PARTNERS"
"VENTAS INC","SAGAMORE HILLS NOMINEE LLC"
"VENTAS INC","SAGAMORE HILLS NOMINEE LP"
"VENTAS INC","SAGAMORE HILLS NOMINEE, LLC"
"VENTAS INC","SAGAMORE HILLS NOMINEE, LP"
